,Experiment,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash,R1,R2,project,condition,reference_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,treatment,temperature,pH,OD,growth_phase,culture_type,skip
SRR10848506,SRX7519109,4322528,1305403456,4322528,302,380,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/848/SRR10848506.sralite.1,CZCGB,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP239971,PRJNA571205,,571205,SRS5958715,SAMN12813074,simple,1718,Corynebacterium glutamicum,Gp0329493,,,,,,,no,,,,,JGI,SRA1021896,,public,A242F7DCB2A45F02EDD05BE6F8935D57,2725C4FCE1BF159276C814EA3056D7A7,,,batch and fed-batch,CZCGB,CZCGB,,,,,,,,,,,,
SRR10848507,SRX7519108,8658125,2614753750,8658125,302,763,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/848/SRR10848507.sralite.1,CZCCY,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP239970,PRJNA571202,,571202,SRS5958714,SAMN12813337,simple,1718,Corynebacterium glutamicum,Gp0329490,,,,,,,no,,,,,JGI,SRA1021896,,public,AE97F92FE42C7728C152578CE5FDB4A7,37A3B22A5C250AE25D6A2C4BBFC6E29D,,,batch and fed-batch,CZCCY,CZCCY,,,,,,,,,,,,
SRR10848508,SRX7519107,4971477,1501386054,4971477,302,439,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/848/SRR10848508.sralite.1,CZCCX,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP239969,PRJNA571201,,571201,SRS5958713,SAMN12815049,simple,1718,Corynebacterium glutamicum,Gp0329489,,,,,,,no,,,,,JGI,SRA1021896,,public,D4009039F8E6F89E4DB1E4FE68A62C78,F11B966EC80B0C875DC46A3632E18720,,,batch and fed-batch,CZCCX,CZCCX,,,,,,,,,,,,
SRR10848509,SRX7519106,4191579,1265856858,4191579,302,362,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/848/SRR10848509.sralite.1,CZCGG,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP239968,PRJNA571207,,571207,SRS5958712,SAMN12814720,simple,1718,Corynebacterium glutamicum,Gp0329495,,,,,,,no,,,,,JGI,SRA1021896,,public,7297223387E8653793E2DDA1270C4CB0,980F29A0A68E59C46EF09850A04EC01D,,,batch and fed-batch,CZCGG,CZCGG,,,,,,,,,,,,
SRR10848510,SRX7519105,5355304,1617301808,5355304,302,463,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/848/SRR10848510.sralite.1,CZCCZ,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP239967,PRJNA571203,,571203,SRS5958711,SAMN12813588,simple,1718,Corynebacterium glutamicum,Gp0329491,,,,,,,no,,,,,JGI,SRA1021896,,public,AB0179C66CC07E3ABCC77F25CD0C466A,F79D4F5642BDFF9556176AD08F222C9F,,,batch and fed-batch,CZCCZ,CZCCZ,,,,,,,,,,,,
SRR10848511,SRX7519104,3282719,991381138,3282719,302,283,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/848/SRR10848511.sralite.1,CZCCU,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP239966,PRJNA571199,,571199,SRS5958710,SAMN12815050,simple,1718,Corynebacterium glutamicum,Gp0329487,,,,,,,no,,,,,JGI,SRA1021896,,public,DB5222B1C6FB65EC82C7A2A449B79EF9,21CD01C0A45CE8F92B34AEACC5240844,,,batch and fed-batch,CZCCU,CZCCU,,,,,,,,,,,,
SRR10848512,SRX7519103,3258469,984057638,3258469,302,288,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/848/SRR10848512.sralite.1,CZCGH,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP239965,PRJNA571208,,571208,SRS5958709,SAMN12814719,simple,1718,Corynebacterium glutamicum,Gp0329496,,,,,,,no,,,,,JGI,SRA1021896,,public,00E25D6A755D568AEA54984ECF806F85,71FA92A37B72BAD18AB6FBFB70F8D2AF,,,batch and fed-batch,CZCGH,CZCGH,,,,,,,,,,,,
SRR10848513,SRX7519102,5100524,1540358248,5100524,302,441,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/848/SRR10848513.sralite.1,CZCCW,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP239964,PRJNA571200,,571200,SRS5958708,SAMN12813071,simple,1718,Corynebacterium glutamicum,Gp0329488,,,,,,,no,,,,,JGI,SRA1021896,,public,F31C3FA18EA61BB311BBBAEFC3AB9F5F,9B55BE69677E425466548DE97A4EE25E,,,batch and fed-batch,CZCCW,CZCCW,,,,,,,,,,,,
SRR10848514,SRX7519101,9855546,2976374892,9855546,302,857,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/848/SRR10848514.sralite.1,CZCGO,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP239963,PRJNA571210,,571210,SRS5958707,SAMN12815048,simple,1718,Corynebacterium glutamicum,Gp0329498,,,,,,,no,,,,,JGI,SRA1021896,,public,B24F7F446A52D5FCDC63CC89A895D1E2,30527055042EE39E1A9F216479455046,,,batch and fed-batch,CZCGO,CZCGO,,,,,,,,,,,,
SRR10848515,SRX7519100,3351100,1012032200,3351100,302,294,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/848/SRR10848515.sralite.1,CZCGN,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP239962,PRJNA571209,,571209,SRS5958706,SAMN12813336,simple,1718,Corynebacterium glutamicum,Gp0329497,,,,,,,no,,,,,JGI,SRA1021896,,public,B1E418839664353C20738CF01B169DFB,37EE1E819A7BC2D05A4AEEA1E2E270D5,,,batch and fed-batch,CZCGN,CZCGN,,,,,,,,,,,,
SRR10918521,SRX7585834,68803483,3440174150,0,50,1825,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10918/SRR10918524/SRR10918524.lite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP243641,PRJNA602423,,602423,SRS6019489,SAMN13895356,simple,1718,Corynebacterium glutamicum,GSM4277552,,,,,,,no,,,,,GEO,SRA1029176,,public,BCAA6D95FD7CD11D61BDE6E52E55F2FB,C8B17E8789928520D63EF0046334E51B,,,deletion-of-zwf,JS133_1,JS133_1,,,,,,,,,,,,
SRR10918522,SRX7585834,68803483,3440174150,0,50,1825,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10918/SRR10918524/SRR10918524.lite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP243641,PRJNA602423,,602423,SRS6019489,SAMN13895356,simple,1718,Corynebacterium glutamicum,GSM4277552,,,,,,,no,,,,,GEO,SRA1029176,,public,BCAA6D95FD7CD11D61BDE6E52E55F2FB,C8B17E8789928520D63EF0046334E51B,,,deletion-of-zwf,JS133_1,JS133_1,,,,,,,,,,,,
SRR10918523,SRX7585834,68803483,3440174150,0,50,1825,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10918/SRR10918524/SRR10918524.lite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP243641,PRJNA602423,,602423,SRS6019489,SAMN13895356,simple,1718,Corynebacterium glutamicum,GSM4277552,,,,,,,no,,,,,GEO,SRA1029176,,public,BCAA6D95FD7CD11D61BDE6E52E55F2FB,C8B17E8789928520D63EF0046334E51B,,,deletion-of-zwf,JS133_1,JS133_1,,,,,,,,,,,,
SRR10918524,SRX7585834,68803483,3440174150,0,50,1825,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10918/SRR10918524/SRR10918524.lite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP243641,PRJNA602423,,602423,SRS6019489,SAMN13895356,simple,1718,Corynebacterium glutamicum,GSM4277552,,,,,,,no,,,,,GEO,SRA1029176,,public,BCAA6D95FD7CD11D61BDE6E52E55F2FB,C8B17E8789928520D63EF0046334E51B,,,deletion-of-zwf,JS133_1,JS133_1,,,,,,,,,,,,
SRR10918525,SRX7585835,82170244,4108512200,0,50,2179,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR010/10918/SRR10918528/SRR10918528.lite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP243641,PRJNA602423,,602423,SRS6019492,SAMN13895355,simple,1718,Corynebacterium glutamicum,GSM4277553,,,,,,,no,,,,,GEO,SRA1029176,,public,23859814031E14060C425323860CC4E6,2D5552BA4E667109AB1DB636CBF50B63,,,deletion-of-zwf,JS133_2,JS133_2,,,,,,,,,,,,
SRR10918526,SRX7585835,82170244,4108512200,0,50,2179,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR010/10918/SRR10918528/SRR10918528.lite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP243641,PRJNA602423,,602423,SRS6019492,SAMN13895355,simple,1718,Corynebacterium glutamicum,GSM4277553,,,,,,,no,,,,,GEO,SRA1029176,,public,23859814031E14060C425323860CC4E6,2D5552BA4E667109AB1DB636CBF50B63,,,deletion-of-zwf,JS133_2,JS133_2,,,,,,,,,,,,
SRR10918527,SRX7585835,82170244,4108512200,0,50,2179,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR010/10918/SRR10918528/SRR10918528.lite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP243641,PRJNA602423,,602423,SRS6019492,SAMN13895355,simple,1718,Corynebacterium glutamicum,GSM4277553,,,,,,,no,,,,,GEO,SRA1029176,,public,23859814031E14060C425323860CC4E6,2D5552BA4E667109AB1DB636CBF50B63,,,deletion-of-zwf,JS133_2,JS133_2,,,,,,,,,,,,
SRR10918528,SRX7585835,82170244,4108512200,0,50,2179,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR010/10918/SRR10918528/SRR10918528.lite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP243641,PRJNA602423,,602423,SRS6019492,SAMN13895355,simple,1718,Corynebacterium glutamicum,GSM4277553,,,,,,,no,,,,,GEO,SRA1029176,,public,23859814031E14060C425323860CC4E6,2D5552BA4E667109AB1DB636CBF50B63,,,deletion-of-zwf,JS133_2,JS133_2,,,,,,,,,,,,
SRR10918529,SRX7585836,70549945,3527497250,0,50,1921,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/10918/SRR10918532/SRR10918532.lite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP243641,PRJNA602423,,602423,SRS6019491,SAMN13895354,simple,1718,Corynebacterium glutamicum,GSM4277554,,,,,,,no,,,,,GEO,SRA1029176,,public,B1B93956C1C0EE348E87D837C00A5AF2,9F20919C94D93CDE0248B852E2B7B323,,,deletion-of-zwf,JS133_3,JS133_3,,,,,,,,,,,,
SRR10918530,SRX7585836,70549945,3527497250,0,50,1921,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/10918/SRR10918532/SRR10918532.lite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP243641,PRJNA602423,,602423,SRS6019491,SAMN13895354,simple,1718,Corynebacterium glutamicum,GSM4277554,,,,,,,no,,,,,GEO,SRA1029176,,public,B1B93956C1C0EE348E87D837C00A5AF2,9F20919C94D93CDE0248B852E2B7B323,,,deletion-of-zwf,JS133_3,JS133_3,,,,,,,,,,,,
SRR10918531,SRX7585836,70549945,3527497250,0,50,1921,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/10918/SRR10918532/SRR10918532.lite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP243641,PRJNA602423,,602423,SRS6019491,SAMN13895354,simple,1718,Corynebacterium glutamicum,GSM4277554,,,,,,,no,,,,,GEO,SRA1029176,,public,B1B93956C1C0EE348E87D837C00A5AF2,9F20919C94D93CDE0248B852E2B7B323,,,deletion-of-zwf,JS133_3,JS133_3,,,,,,,,,,,,
SRR10918532,SRX7585836,70549945,3527497250,0,50,1921,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/10918/SRR10918532/SRR10918532.lite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP243641,PRJNA602423,,602423,SRS6019491,SAMN13895354,simple,1718,Corynebacterium glutamicum,GSM4277554,,,,,,,no,,,,,GEO,SRA1029176,,public,B1B93956C1C0EE348E87D837C00A5AF2,9F20919C94D93CDE0248B852E2B7B323,,,deletion-of-zwf,JS133_3,JS133_3,,,,,,,,,,,,
SRR10918533,SRX7585837,30885560,1544278000,0,50,859,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/10918/SRR10918534/SRR10918534.lite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP243641,PRJNA602423,,602423,SRS6019495,SAMN13895353,simple,1718,Corynebacterium glutamicum,GSM4277555,,,,,,,no,,,,,GEO,SRA1029176,,public,694AF6B7484F17E5B08AECAF31221AC7,F38F61F9C92A9D61A72C08FAF3DE5396,,,deletion-of-zwf,JS134_1,JS134_1_del_zwf,,,,,,,,,,,,
SRR10918534,SRX7585837,30885560,1544278000,0,50,859,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/10918/SRR10918534/SRR10918534.lite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP243641,PRJNA602423,,602423,SRS6019495,SAMN13895353,simple,1718,Corynebacterium glutamicum,GSM4277555,,,,,,,no,,,,,GEO,SRA1029176,,public,694AF6B7484F17E5B08AECAF31221AC7,F38F61F9C92A9D61A72C08FAF3DE5396,,,deletion-of-zwf,JS134_1,JS134_1_del_zwf,,,,,,,,,,,,
SRR10918535,SRX7585838,27491711,1374585550,0,50,764,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/10918/SRR10918536/SRR10918536.lite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP243641,PRJNA602423,,602423,SRS6019494,SAMN13895352,simple,1718,Corynebacterium glutamicum,GSM4277556,,,,,,,no,,,,,GEO,SRA1029176,,public,8780930F302996A72A8A620D66F09CDA,12AEE82484FF31FB616FC954F8CAAA22,,,deletion-of-zwf,JS134_2,JS134_2_del_zwf,,,,,,,,,,,,
SRR10918536,SRX7585838,27491711,1374585550,0,50,764,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/10918/SRR10918536/SRR10918536.lite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP243641,PRJNA602423,,602423,SRS6019494,SAMN13895352,simple,1718,Corynebacterium glutamicum,GSM4277556,,,,,,,no,,,,,GEO,SRA1029176,,public,8780930F302996A72A8A620D66F09CDA,12AEE82484FF31FB616FC954F8CAAA22,,,deletion-of-zwf,JS134_2,JS134_2_del_zwf,,,,,,,,,,,,
SRR10918538,SRX7585839,33028970,1651448500,0,50,872,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10918/SRR10918538/SRR10918538.lite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP243641,PRJNA602423,,602423,SRS6019498,SAMN13895351,simple,1718,Corynebacterium glutamicum,GSM4277557,,,,,,,no,,,,,GEO,SRA1029176,,public,1CE9760BA82156399E8BC5695153C124,6172CAAA8AA171FC34DAC57DC8D3C088,,,deletion-of-zwf,JS134_3,JS134_3_del_zwf,,,,,,,,,,,,
SRR11425946,SRX8004312,9909792,2972937600,9909792,300,853,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/425/SRR11425946.sralite.1,15g_3,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP254070,PRJNA615290,,615290,SRS6378251,SAMN14450320,simple,1718,Corynebacterium glutamicum,MX-14,,,,,,,no,,,,,"TIANJIN INSTITUTE OF INDUSTRIAL BIOTECHNOLOGY, CHINESE ACADEMY OF SCIENCES",SRA1059450,,public,3FAEF52933159B7C1723933135E770D1,5A46A80784C4F4EB56E88D7A07E76894,,,MX-14-with-different-concentrations-methanol,15g_3,15g_3,MX-14,,,,,,,,,,,
SRR11425947,SRX8004311,9081701,2724510300,9081701,300,774,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/425/SRR11425947.sralite.1,15g_2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP254070,PRJNA615290,,615290,SRS6378251,SAMN14450320,simple,1718,Corynebacterium glutamicum,MX-14,,,,,,,no,,,,,"TIANJIN INSTITUTE OF INDUSTRIAL BIOTECHNOLOGY, CHINESE ACADEMY OF SCIENCES",SRA1059450,,public,C3F749BA2480BC37D71C4F4E1E1577DA,4590B10F614E0786E61228D7E1F7FDF6,,,MX-14-with-different-concentrations-methanol,15g_2,15g_2,MX-14,,,,,,,,,,,
SRR11425948,SRX8004310,10954193,3286257900,10954193,300,941,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/425/SRR11425948.sralite.1,15g_1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP254070,PRJNA615290,,615290,SRS6378251,SAMN14450320,simple,1718,Corynebacterium glutamicum,MX-14,,,,,,,no,,,,,"TIANJIN INSTITUTE OF INDUSTRIAL BIOTECHNOLOGY, CHINESE ACADEMY OF SCIENCES",SRA1059450,,public,3A5DD311193C2EB80F98BB1C303C1B29,3C6B10B452F1BD15A85F77DD55358FE5,,,MX-14-with-different-concentrations-methanol,15g_1,15g_1,MX-14,,,,,,,,,,,
SRR11425949,SRX8004309,10556521,3166956300,10556521,300,903,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/425/SRR11425949.sralite.1,4g_3,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP254070,PRJNA615290,,615290,SRS6378251,SAMN14450320,simple,1718,Corynebacterium glutamicum,MX-14,,,,,,,no,,,,,"TIANJIN INSTITUTE OF INDUSTRIAL BIOTECHNOLOGY, CHINESE ACADEMY OF SCIENCES",SRA1059450,,public,041F6FD157C99B501B396515551DB08E,9AC8BAC20324BFEC297CC1173F63909C,,,MX-14-with-different-concentrations-methanol,4g_3,4g_3,MX-14,,,,,,,,,,,
SRR11425950,SRX8004308,9815954,2944786200,9815954,300,837,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/425/SRR11425950.sralite.1,4g_2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP254070,PRJNA615290,,615290,SRS6378251,SAMN14450320,simple,1718,Corynebacterium glutamicum,MX-14,,,,,,,no,,,,,"TIANJIN INSTITUTE OF INDUSTRIAL BIOTECHNOLOGY, CHINESE ACADEMY OF SCIENCES",SRA1059450,,public,E9AD474FB61E680A0E6A039A0D70F624,581AAEF982F407933B8A23061E602ED2,,,MX-14-with-different-concentrations-methanol,4g_2,4g_2,MX-14,,,,,,,,,,,
SRR11425951,SRX8004307,9597420,2879226000,9597420,300,823,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/425/SRR11425951.sralite.1,4g_1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP254070,PRJNA615290,,615290,SRS6378251,SAMN14450320,simple,1718,Corynebacterium glutamicum,MX-14,,,,,,,no,,,,,"TIANJIN INSTITUTE OF INDUSTRIAL BIOTECHNOLOGY, CHINESE ACADEMY OF SCIENCES",SRA1059450,,public,9BDD4AED4B77F72692CD02CA81A7ED7D,5D6796BEC2B56CD8A95C5F70D51A5EB1,,,MX-14-with-different-concentrations-methanol,4g_1,4g_1,MX-14,,,,,,,,,,,
SRR11485311,SRX8061451,8159246,2447773800,8159246,300,877,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11485/SRR11485311/SRR11485311.lite.1,4RamAM1_combined_R120200120,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP255321,PRJNA623233,,623233,SRS6430100,SAMN14542492,simple,1718,Corynebacterium glutamicum,4RamAM1_combined,,,,,,,no,,,,,JIANGNAN UNIVERSITY,SRA1062580,,public,B7E96A6E3382A5DDA7605956906F711E,404F175C31BD02E89440582A706E613F,,,S9114-under-different-conditions,4RamAM1_combined,4RamAM1_combined,S9114,,,,,,,,,,,
SRR11485312,SRX8061450,8430349,2529104700,8430349,300,892,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR011/11485/SRR11485312/SRR11485312.lite.1,3CK-3_combined_R120200118,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP255321,PRJNA623233,,623233,SRS6430099,SAMN14542491,simple,1718,Corynebacterium glutamicum,3CK-3_combined,,,,,,,no,,,,,JIANGNAN UNIVERSITY,SRA1062580,,public,6725CA073518F71A3AFCCF15361BB162,E0CA6993D53CAC0F9E01E80A1806A3CE,,,S9114-under-different-conditions,3CK-3_combined,3CK-3_combined,S9114,,,,,,,,,,,
SRR11485313,SRX8061449,8358196,2507458800,8358196,300,889,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11485/SRR11485313/SRR11485313.lite.1,2CK-2_combined_R120200116,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP255321,PRJNA623233,,623233,SRS6430098,SAMN14542490,simple,1718,Corynebacterium glutamicum,2CK-2_combined,,,,,,,no,,,,,JIANGNAN UNIVERSITY,SRA1062580,,public,80180F3BAD33E11EDD24C1B38A940FC9,E24E2A7E4A122AE2EA2CB29557C8370B,,,S9114-under-different-conditions,2CK-2_combined,2CK-2_combined,S9114,,,,,,,,,,,
SRR11485314,SRX8061448,8132795,2439838500,8132795,300,864,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11485/SRR11485314/SRR11485314.lite.1,1CK-1_combined_R120200114,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP255321,PRJNA623233,,623233,SRS6430097,SAMN14542489,simple,1718,Corynebacterium glutamicum,1CK-1_combined,,,,,,,no,,,,,JIANGNAN UNIVERSITY,SRA1062580,,public,A8D29C1874ED4DCA301FB4126873D6C8,17FD2CA46DA9A049EDB03A3FC6223359,,,S9114-under-different-conditions,1CK-1_combined,1CK-1_combined,S9114,,,,,,,,,,,
SRR11485315,SRX8061447,8839605,2651881500,8839605,300,936,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11485/SRR11485315/SRR11485315.lite.1,6RamAM3_combined_R120200124,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP255321,PRJNA623233,,623233,SRS6430096,SAMN14542494,simple,1718,Corynebacterium glutamicum,6RamAM3_combined,,,,,,,no,,,,,JIANGNAN UNIVERSITY,SRA1062580,,public,3EC43653C5261C512C0C121247E86C80,A1CE05A4532EAEF9A277D6814C73C50B,,,S9114-under-different-conditions,6RamAM3_combined,6RamAM3_combined,S9114,,,,,,,,,,,
SRR12880322,SRX9346290,5557075,789104650,5557075,142,371,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12880/SRR12880322/SRR12880322.lite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP288193,PRJNA670725,3.0,670725,SRS7568892,SAMN16519081,simple,1718,Corynebacterium glutamicum,GSM4849478,,,,,,,no,,,,,GEO,SRA1146599,,public,57E4EA980BC07144227A5DD47D01E721,66C944A10A029D9C3F845556CDB727EE,,,Transcriptional-response-to-indole,ATCC13032-2.5 mM-indole,ATCC13032-2.5 mM-indole,ATCC13032,CGXII,glucose,,,,,,,,,
SRR12880323,SRX9346291,6656937,945285054,6656937,142,449,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12880/SRR12880323/SRR12880323.lite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP288193,PRJNA670725,3.0,670725,SRS7568893,SAMN16519080,simple,1718,Corynebacterium glutamicum,GSM4849479,,,,,,,no,,,,,GEO,SRA1146599,,public,B3CF4932257F87EDBC8B470FEC2FECBF,3AB165AE13FE8B5270DA15B2E4217E1F,,,Transcriptional-response-to-indole,ATCC13032-untreated,ATCC13032-untreated,ATCC13032,CGXII,glucose,,,,,,,,,
